PING 13.65.92.139 (13.65.92.139) 56(84) bytes of data.
64 bytes from 13.65.92.139: icmp_seq=355 ttl=57 time=0.593 ms
64 bytes from 13.65.92.139: icmp_seq=356 ttl=57 time=0.376 ms
64 bytes from 13.65.92.139: icmp_seq=357 ttl=57 time=0.365 ms
64 bytes from 13.65.92.139: icmp_seq=358 ttl=57 time=0.428 ms
64 bytes from 13.65.92.139: icmp_seq=359 ttl=57 time=0.415 ms
64 bytes from 13.65.92.139: icmp_seq=360 ttl=57 time=0.768 ms
64 bytes from 13.65.92.139: icmp_seq=361 ttl=57 time=0.406 ms
64 bytes from 13.65.92.139: icmp_seq=362 ttl=57 time=0.401 ms
64 bytes from 13.65.92.139: icmp_seq=363 ttl=57 time=0.361 ms
64 bytes from 13.65.92.139: icmp_seq=364 ttl=57 time=0.417 ms
64 bytes from 13.65.92.139: icmp_seq=365 ttl=57 time=0.626 ms
64 bytes from 13.65.92.139: icmp_seq=366 ttl=57 time=0.417 ms
64 bytes from 13.65.92.139: icmp_seq=367 ttl=57 time=0.430 ms
64 bytes from 13.65.92.139: icmp_seq=368 ttl=57 time=0.375 ms
64 bytes from 13.65.92.139: icmp_seq=369 ttl=57 time=0.518 ms
64 bytes from 13.65.92.139: icmp_seq=370 ttl=57 time=0.393 ms
64 bytes from 13.65.92.139: icmp_seq=371 ttl=57 time=0.489 ms
64 bytes from 13.65.92.139: icmp_seq=372 ttl=57 time=0.361 ms
64 bytes from 13.65.92.139: icmp_seq=373 ttl=57 time=0.367 ms
64 bytes from 13.65.92.139: icmp_seq=374 ttl=57 time=0.356 ms
64 bytes from 13.65.92.139: icmp_seq=375 ttl=57 time=0.397 ms
64 bytes from 13.65.92.139: icmp_seq=376 ttl=57 time=0.352 ms
64 bytes from 13.65.92.139: icmp_seq=377 ttl=57 time=0.375 ms
64 bytes from 13.65.92.139: icmp_seq=378 ttl=57 time=0.352 ms
64 bytes from 13.65.92.139: icmp_seq=379 ttl=57 time=0.355 ms
64 bytes from 13.65.92.139: icmp_seq=380 ttl=57 time=0.371 ms
64 bytes from 13.65.92.139: icmp_seq=381 ttl=57 time=0.366 ms
64 bytes from 13.65.92.139: icmp_seq=382 ttl=57 time=0.408 ms
64 bytes from 13.65.92.139: icmp_seq=383 ttl=57 time=0.614 ms
64 bytes from 13.65.92.139: icmp_seq=384 ttl=57 time=0.456 ms
64 bytes from 13.65.92.139: icmp_seq=385 ttl=57 time=0.449 ms
64 bytes from 13.65.92.139: icmp_seq=386 ttl=57 time=0.361 ms
64 bytes from 13.65.92.139: icmp_seq=387 ttl=57 time=0.375 ms
64 bytes from 13.65.92.139: icmp_seq=388 ttl=57 time=0.400 ms
64 bytes from 13.65.92.139: icmp_seq=389 ttl=57 time=0.497 ms
64 bytes from 13.65.92.139: icmp_seq=390 ttl=57 time=0.397 ms
64 bytes from 13.65.92.139: icmp_seq=391 ttl=57 time=0.558 ms
64 bytes from 13.65.92.139: icmp_seq=392 ttl=57 time=0.643 ms
64 bytes from 13.65.92.139: icmp_seq=393 ttl=57 time=0.387 ms
64 bytes from 13.65.92.139: icmp_seq=394 ttl=57 time=0.720 ms
64 bytes from 13.65.92.139: icmp_seq=395 ttl=57 time=0.383 ms
64 bytes from 13.65.92.139: icmp_seq=396 ttl=57 time=0.388 ms
64 bytes from 13.65.92.139: icmp_seq=397 ttl=57 time=0.359 ms
64 bytes from 13.65.92.139: icmp_seq=398 ttl=57 time=0.746 ms
64 bytes from 13.65.92.139: icmp_seq=399 ttl=57 time=0.742 ms
64 bytes from 13.65.92.139: icmp_seq=400 ttl=57 time=0.856 ms
64 bytes from 13.65.92.139: icmp_seq=401 ttl=57 time=0.918 ms
64 bytes from 13.65.92.139: icmp_seq=402 ttl=57 time=0.797 ms
64 bytes from 13.65.92.139: icmp_seq=403 ttl=57 time=0.431 ms
64 bytes from 13.65.92.139: icmp_seq=404 ttl=57 time=0.692 ms
64 bytes from 13.65.92.139: icmp_seq=405 ttl=57 time=0.380 ms
64 bytes from 13.65.92.139: icmp_seq=406 ttl=57 time=0.638 ms
64 bytes from 13.65.92.139: icmp_seq=407 ttl=57 time=0.383 ms
64 bytes from 13.65.92.139: icmp_seq=408 ttl=57 time=0.379 ms
64 bytes from 13.65.92.139: icmp_seq=409 ttl=57 time=0.371 ms
64 bytes from 13.65.92.139: icmp_seq=410 ttl=57 time=0.367 ms
64 bytes from 13.65.92.139: icmp_seq=411 ttl=57 time=0.389 ms
64 bytes from 13.65.92.139: icmp_seq=412 ttl=57 time=0.367 ms
64 bytes from 13.65.92.139: icmp_seq=413 ttl=57 time=0.385 ms
64 bytes from 13.65.92.139: icmp_seq=414 ttl=57 time=0.355 ms
64 bytes from 13.65.92.139: icmp_seq=415 ttl=57 time=0.382 ms
64 bytes from 13.65.92.139: icmp_seq=416 ttl=57 time=0.367 ms
64 bytes from 13.65.92.139: icmp_seq=417 ttl=57 time=0.363 ms
64 bytes from 13.65.92.139: icmp_seq=418 ttl=57 time=0.361 ms
64 bytes from 13.65.92.139: icmp_seq=419 ttl=57 time=0.354 ms
64 bytes from 13.65.92.139: icmp_seq=420 ttl=57 time=0.410 ms
64 bytes from 13.65.92.139: icmp_seq=421 ttl=57 time=0.472 ms
64 bytes from 13.65.92.139: icmp_seq=422 ttl=57 time=0.379 ms
64 bytes from 13.65.92.139: icmp_seq=423 ttl=57 time=0.380 ms
64 bytes from 13.65.92.139: icmp_seq=424 ttl=57 time=0.364 ms
64 bytes from 13.65.92.139: icmp_seq=425 ttl=57 time=0.364 ms
64 bytes from 13.65.92.139: icmp_seq=426 ttl=57 time=0.403 ms
64 bytes from 13.65.92.139: icmp_seq=427 ttl=57 time=0.479 ms
64 bytes from 13.65.92.139: icmp_seq=428 ttl=57 time=0.386 ms
64 bytes from 13.65.92.139: icmp_seq=429 ttl=57 time=0.691 ms
64 bytes from 13.65.92.139: icmp_seq=430 ttl=57 time=0.726 ms
64 bytes from 13.65.92.139: icmp_seq=431 ttl=57 time=0.429 ms
64 bytes from 13.65.92.139: icmp_seq=432 ttl=57 time=0.638 ms
64 bytes from 13.65.92.139: icmp_seq=433 ttl=57 time=0.695 ms
64 bytes from 13.65.92.139: icmp_seq=434 ttl=57 time=0.511 ms
64 bytes from 13.65.92.139: icmp_seq=435 ttl=57 time=0.497 ms
64 bytes from 13.65.92.139: icmp_seq=436 ttl=57 time=0.412 ms
64 bytes from 13.65.92.139: icmp_seq=437 ttl=57 time=0.641 ms
64 bytes from 13.65.92.139: icmp_seq=438 ttl=57 time=0.391 ms
64 bytes from 13.65.92.139: icmp_seq=439 ttl=57 time=0.375 ms
64 bytes from 13.65.92.139: icmp_seq=440 ttl=57 time=0.356 ms
64 bytes from 13.65.92.139: icmp_seq=441 ttl=57 time=0.775 ms
64 bytes from 13.65.92.139: icmp_seq=442 ttl=57 time=0.742 ms
64 bytes from 13.65.92.139: icmp_seq=443 ttl=57 time=0.442 ms
64 bytes from 13.65.92.139: icmp_seq=444 ttl=57 time=0.697 ms
64 bytes from 13.65.92.139: icmp_seq=445 ttl=57 time=0.689 ms
64 bytes from 13.65.92.139: icmp_seq=446 ttl=57 time=0.753 ms
64 bytes from 13.65.92.139: icmp_seq=447 ttl=57 time=0.433 ms
64 bytes from 13.65.92.139: icmp_seq=448 ttl=57 time=0.705 ms
64 bytes from 13.65.92.139: icmp_seq=449 ttl=57 time=0.790 ms
64 bytes from 13.65.92.139: icmp_seq=450 ttl=57 time=0.508 ms
64 bytes from 13.65.92.139: icmp_seq=451 ttl=57 time=0.620 ms
64 bytes from 13.65.92.139: icmp_seq=452 ttl=57 time=0.656 ms
64 bytes from 13.65.92.139: icmp_seq=453 ttl=57 time=0.434 ms
64 bytes from 13.65.92.139: icmp_seq=454 ttl=57 time=0.652 ms
64 bytes from 13.65.92.139: icmp_seq=455 ttl=57 time=0.489 ms
64 bytes from 13.65.92.139: icmp_seq=456 ttl=57 time=0.429 ms
64 bytes from 13.65.92.139: icmp_seq=457 ttl=57 time=0.687 ms
64 bytes from 13.65.92.139: icmp_seq=458 ttl=57 time=0.408 ms
64 bytes from 13.65.92.139: icmp_seq=459 ttl=57 time=0.667 ms
64 bytes from 13.65.92.139: icmp_seq=460 ttl=57 time=0.890 ms
64 bytes from 13.65.92.139: icmp_seq=461 ttl=57 time=0.385 ms
64 bytes from 13.65.92.139: icmp_seq=462 ttl=57 time=0.409 ms
64 bytes from 13.65.92.139: icmp_seq=463 ttl=57 time=0.507 ms
64 bytes from 13.65.92.139: icmp_seq=464 ttl=57 time=0.549 ms
64 bytes from 13.65.92.139: icmp_seq=465 ttl=57 time=0.486 ms
64 bytes from 13.65.92.139: icmp_seq=466 ttl=57 time=0.428 ms
64 bytes from 13.65.92.139: icmp_seq=467 ttl=57 time=0.781 ms
64 bytes from 13.65.92.139: icmp_seq=468 ttl=57 time=0.502 ms
64 bytes from 13.65.92.139: icmp_seq=469 ttl=57 time=0.658 ms
64 bytes from 13.65.92.139: icmp_seq=470 ttl=57 time=0.704 ms
64 bytes from 13.65.92.139: icmp_seq=471 ttl=57 time=0.485 ms
64 bytes from 13.65.92.139: icmp_seq=472 ttl=57 time=0.423 ms
64 bytes from 13.65.92.139: icmp_seq=473 ttl=57 time=0.377 ms
64 bytes from 13.65.92.139: icmp_seq=474 ttl=57 time=0.523 ms
64 bytes from 13.65.92.139: icmp_seq=475 ttl=57 time=0.378 ms
64 bytes from 13.65.92.139: icmp_seq=476 ttl=57 time=0.657 ms
64 bytes from 13.65.92.139: icmp_seq=477 ttl=57 time=0.440 ms
64 bytes from 13.65.92.139: icmp_seq=478 ttl=57 time=0.564 ms
64 bytes from 13.65.92.139: icmp_seq=479 ttl=57 time=0.682 ms
64 bytes from 13.65.92.139: icmp_seq=480 ttl=57 time=0.413 ms
64 bytes from 13.65.92.139: icmp_seq=481 ttl=57 time=0.445 ms
64 bytes from 13.65.92.139: icmp_seq=482 ttl=57 time=0.389 ms
64 bytes from 13.65.92.139: icmp_seq=483 ttl=57 time=0.809 ms
64 bytes from 13.65.92.139: icmp_seq=484 ttl=57 time=0.653 ms
64 bytes from 13.65.92.139: icmp_seq=485 ttl=57 time=0.416 ms
64 bytes from 13.65.92.139: icmp_seq=486 ttl=57 time=0.671 ms
64 bytes from 13.65.92.139: icmp_seq=487 ttl=57 time=0.393 ms
64 bytes from 13.65.92.139: icmp_seq=488 ttl=57 time=0.485 ms
64 bytes from 13.65.92.139: icmp_seq=489 ttl=57 time=0.358 ms
64 bytes from 13.65.92.139: icmp_seq=490 ttl=57 time=0.414 ms
64 bytes from 13.65.92.139: icmp_seq=491 ttl=57 time=0.485 ms
64 bytes from 13.65.92.139: icmp_seq=492 ttl=57 time=0.808 ms
64 bytes from 13.65.92.139: icmp_seq=493 ttl=57 time=0.450 ms
64 bytes from 13.65.92.139: icmp_seq=494 ttl=57 time=0.748 ms
64 bytes from 13.65.92.139: icmp_seq=495 ttl=57 time=0.777 ms
64 bytes from 13.65.92.139: icmp_seq=496 ttl=57 time=0.803 ms
64 bytes from 13.65.92.139: icmp_seq=497 ttl=57 time=0.845 ms
64 bytes from 13.65.92.139: icmp_seq=498 ttl=57 time=0.413 ms
64 bytes from 13.65.92.139: icmp_seq=499 ttl=57 time=0.384 ms
64 bytes from 13.65.92.139: icmp_seq=500 ttl=57 time=0.366 ms
64 bytes from 13.65.92.139: icmp_seq=501 ttl=57 time=0.366 ms
64 bytes from 13.65.92.139: icmp_seq=502 ttl=57 time=0.400 ms
64 bytes from 13.65.92.139: icmp_seq=503 ttl=57 time=0.424 ms
64 bytes from 13.65.92.139: icmp_seq=504 ttl=57 time=0.658 ms
64 bytes from 13.65.92.139: icmp_seq=505 ttl=57 time=0.449 ms
64 bytes from 13.65.92.139: icmp_seq=506 ttl=57 time=0.515 ms
64 bytes from 13.65.92.139: icmp_seq=507 ttl=57 time=0.452 ms
64 bytes from 13.65.92.139: icmp_seq=508 ttl=57 time=0.483 ms
64 bytes from 13.65.92.139: icmp_seq=509 ttl=57 time=0.385 ms
64 bytes from 13.65.92.139: icmp_seq=510 ttl=57 time=0.649 ms
64 bytes from 13.65.92.139: icmp_seq=511 ttl=57 time=0.383 ms
64 bytes from 13.65.92.139: icmp_seq=512 ttl=57 time=0.424 ms
64 bytes from 13.65.92.139: icmp_seq=513 ttl=57 time=0.547 ms
64 bytes from 13.65.92.139: icmp_seq=514 ttl=57 time=0.493 ms
64 bytes from 13.65.92.139: icmp_seq=515 ttl=57 time=0.718 ms
64 bytes from 13.65.92.139: icmp_seq=516 ttl=57 time=0.534 ms
64 bytes from 13.65.92.139: icmp_seq=517 ttl=57 time=0.526 ms
64 bytes from 13.65.92.139: icmp_seq=518 ttl=57 time=0.509 ms
64 bytes from 13.65.92.139: icmp_seq=519 ttl=57 time=0.399 ms
64 bytes from 13.65.92.139: icmp_seq=520 ttl=57 time=0.396 ms
64 bytes from 13.65.92.139: icmp_seq=521 ttl=57 time=0.400 ms
64 bytes from 13.65.92.139: icmp_seq=522 ttl=57 time=0.471 ms
64 bytes from 13.65.92.139: icmp_seq=523 ttl=57 time=0.387 ms
64 bytes from 13.65.92.139: icmp_seq=524 ttl=57 time=0.367 ms
64 bytes from 13.65.92.139: icmp_seq=525 ttl=57 time=0.381 ms
64 bytes from 13.65.92.139: icmp_seq=526 ttl=57 time=0.368 ms
64 bytes from 13.65.92.139: icmp_seq=527 ttl=57 time=0.377 ms
64 bytes from 13.65.92.139: icmp_seq=528 ttl=57 time=0.388 ms
64 bytes from 13.65.92.139: icmp_seq=529 ttl=57 time=0.403 ms
64 bytes from 13.65.92.139: icmp_seq=530 ttl=57 time=0.647 ms
64 bytes from 13.65.92.139: icmp_seq=531 ttl=57 time=0.686 ms
64 bytes from 13.65.92.139: icmp_seq=532 ttl=57 time=0.674 ms
64 bytes from 13.65.92.139: icmp_seq=533 ttl=57 time=0.529 ms
64 bytes from 13.65.92.139: icmp_seq=534 ttl=57 time=0.680 ms
64 bytes from 13.65.92.139: icmp_seq=535 ttl=57 time=0.692 ms
64 bytes from 13.65.92.139: icmp_seq=536 ttl=57 time=0.475 ms
64 bytes from 13.65.92.139: icmp_seq=537 ttl=57 time=0.679 ms
64 bytes from 13.65.92.139: icmp_seq=538 ttl=57 time=0.383 ms
64 bytes from 13.65.92.139: icmp_seq=539 ttl=57 time=0.373 ms
64 bytes from 13.65.92.139: icmp_seq=540 ttl=57 time=0.382 ms
64 bytes from 13.65.92.139: icmp_seq=541 ttl=57 time=0.364 ms
64 bytes from 13.65.92.139: icmp_seq=542 ttl=57 time=0.369 ms
64 bytes from 13.65.92.139: icmp_seq=543 ttl=57 time=0.374 ms
64 bytes from 13.65.92.139: icmp_seq=544 ttl=57 time=0.366 ms
64 bytes from 13.65.92.139: icmp_seq=545 ttl=57 time=0.357 ms
64 bytes from 13.65.92.139: icmp_seq=546 ttl=57 time=0.363 ms
64 bytes from 13.65.92.139: icmp_seq=547 ttl=57 time=0.370 ms
64 bytes from 13.65.92.139: icmp_seq=548 ttl=57 time=0.414 ms
64 bytes from 13.65.92.139: icmp_seq=549 ttl=57 time=0.442 ms
64 bytes from 13.65.92.139: icmp_seq=550 ttl=57 time=0.374 ms
64 bytes from 13.65.92.139: icmp_seq=551 ttl=57 time=0.674 ms
64 bytes from 13.65.92.139: icmp_seq=552 ttl=57 time=0.374 ms
64 bytes from 13.65.92.139: icmp_seq=553 ttl=57 time=0.422 ms
64 bytes from 13.65.92.139: icmp_seq=554 ttl=57 time=0.677 ms
64 bytes from 13.65.92.139: icmp_seq=555 ttl=57 time=0.479 ms
64 bytes from 13.65.92.139: icmp_seq=556 ttl=57 time=0.378 ms
64 bytes from 13.65.92.139: icmp_seq=557 ttl=57 time=0.375 ms
64 bytes from 13.65.92.139: icmp_seq=558 ttl=57 time=0.374 ms
64 bytes from 13.65.92.139: icmp_seq=559 ttl=57 time=0.378 ms
64 bytes from 13.65.92.139: icmp_seq=560 ttl=57 time=0.394 ms
64 bytes from 13.65.92.139: icmp_seq=561 ttl=57 time=0.417 ms
64 bytes from 13.65.92.139: icmp_seq=562 ttl=57 time=0.434 ms
64 bytes from 13.65.92.139: icmp_seq=563 ttl=57 time=0.387 ms
64 bytes from 13.65.92.139: icmp_seq=564 ttl=57 time=0.628 ms
64 bytes from 13.65.92.139: icmp_seq=565 ttl=57 time=0.365 ms
64 bytes from 13.65.92.139: icmp_seq=566 ttl=57 time=0.443 ms
64 bytes from 13.65.92.139: icmp_seq=567 ttl=57 time=0.374 ms
64 bytes from 13.65.92.139: icmp_seq=568 ttl=57 time=0.422 ms
64 bytes from 13.65.92.139: icmp_seq=569 ttl=57 time=0.496 ms
64 bytes from 13.65.92.139: icmp_seq=570 ttl=57 time=0.360 ms
64 bytes from 13.65.92.139: icmp_seq=571 ttl=57 time=0.414 ms
64 bytes from 13.65.92.139: icmp_seq=572 ttl=57 time=0.714 ms
64 bytes from 13.65.92.139: icmp_seq=573 ttl=57 time=0.400 ms
64 bytes from 13.65.92.139: icmp_seq=574 ttl=57 time=0.371 ms
64 bytes from 13.65.92.139: icmp_seq=575 ttl=57 time=0.416 ms
64 bytes from 13.65.92.139: icmp_seq=576 ttl=57 time=0.416 ms
64 bytes from 13.65.92.139: icmp_seq=577 ttl=57 time=0.707 ms
64 bytes from 13.65.92.139: icmp_seq=578 ttl=57 time=0.562 ms
64 bytes from 13.65.92.139: icmp_seq=579 ttl=57 time=0.566 ms
64 bytes from 13.65.92.139: icmp_seq=580 ttl=57 time=0.368 ms
64 bytes from 13.65.92.139: icmp_seq=581 ttl=57 time=0.384 ms
64 bytes from 13.65.92.139: icmp_seq=582 ttl=57 time=0.365 ms
64 bytes from 13.65.92.139: icmp_seq=583 ttl=57 time=0.402 ms
64 bytes from 13.65.92.139: icmp_seq=584 ttl=57 time=0.755 ms
64 bytes from 13.65.92.139: icmp_seq=585 ttl=57 time=0.660 ms
64 bytes from 13.65.92.139: icmp_seq=586 ttl=57 time=0.451 ms
64 bytes from 13.65.92.139: icmp_seq=587 ttl=57 time=0.569 ms
64 bytes from 13.65.92.139: icmp_seq=588 ttl=57 time=0.510 ms
64 bytes from 13.65.92.139: icmp_seq=589 ttl=57 time=0.392 ms
64 bytes from 13.65.92.139: icmp_seq=590 ttl=57 time=0.706 ms
64 bytes from 13.65.92.139: icmp_seq=591 ttl=57 time=0.517 ms
64 bytes from 13.65.92.139: icmp_seq=592 ttl=57 time=0.560 ms
64 bytes from 13.65.92.139: icmp_seq=593 ttl=57 time=0.373 ms
64 bytes from 13.65.92.139: icmp_seq=594 ttl=57 time=0.384 ms
64 bytes from 13.65.92.139: icmp_seq=595 ttl=57 time=0.399 ms
64 bytes from 13.65.92.139: icmp_seq=596 ttl=57 time=0.650 ms
64 bytes from 13.65.92.139: icmp_seq=597 ttl=57 time=0.405 ms
64 bytes from 13.65.92.139: icmp_seq=598 ttl=57 time=0.401 ms
64 bytes from 13.65.92.139: icmp_seq=599 ttl=57 time=0.755 ms
64 bytes from 13.65.92.139: icmp_seq=600 ttl=57 time=0.407 ms
64 bytes from 13.65.92.139: icmp_seq=601 ttl=57 time=0.393 ms
64 bytes from 13.65.92.139: icmp_seq=602 ttl=57 time=0.405 ms
64 bytes from 13.65.92.139: icmp_seq=603 ttl=57 time=0.711 ms
64 bytes from 13.65.92.139: icmp_seq=604 ttl=57 time=0.494 ms
64 bytes from 13.65.92.139: icmp_seq=605 ttl=57 time=0.444 ms
64 bytes from 13.65.92.139: icmp_seq=606 ttl=57 time=0.440 ms
64 bytes from 13.65.92.139: icmp_seq=607 ttl=57 time=0.597 ms
64 bytes from 13.65.92.139: icmp_seq=608 ttl=57 time=0.364 ms
64 bytes from 13.65.92.139: icmp_seq=609 ttl=57 time=0.606 ms
64 bytes from 13.65.92.139: icmp_seq=610 ttl=57 time=0.433 ms
64 bytes from 13.65.92.139: icmp_seq=611 ttl=57 time=0.391 ms
64 bytes from 13.65.92.139: icmp_seq=612 ttl=57 time=0.386 ms
64 bytes from 13.65.92.139: icmp_seq=613 ttl=57 time=0.385 ms
64 bytes from 13.65.92.139: icmp_seq=614 ttl=57 time=0.558 ms
64 bytes from 13.65.92.139: icmp_seq=615 ttl=57 time=0.628 ms
64 bytes from 13.65.92.139: icmp_seq=616 ttl=57 time=0.393 ms
64 bytes from 13.65.92.139: icmp_seq=617 ttl=57 time=0.371 ms
64 bytes from 13.65.92.139: icmp_seq=618 ttl=57 time=0.366 ms
64 bytes from 13.65.92.139: icmp_seq=619 ttl=57 time=0.362 ms
64 bytes from 13.65.92.139: icmp_seq=620 ttl=57 time=0.358 ms
64 bytes from 13.65.92.139: icmp_seq=621 ttl=57 time=0.385 ms
64 bytes from 13.65.92.139: icmp_seq=622 ttl=57 time=0.603 ms
64 bytes from 13.65.92.139: icmp_seq=623 ttl=57 time=0.422 ms
64 bytes from 13.65.92.139: icmp_seq=624 ttl=57 time=0.633 ms
64 bytes from 13.65.92.139: icmp_seq=625 ttl=57 time=0.574 ms
64 bytes from 13.65.92.139: icmp_seq=626 ttl=57 time=0.409 ms
64 bytes from 13.65.92.139: icmp_seq=627 ttl=57 time=0.647 ms
64 bytes from 13.65.92.139: icmp_seq=628 ttl=57 time=0.409 ms
64 bytes from 13.65.92.139: icmp_seq=629 ttl=57 time=0.387 ms
64 bytes from 13.65.92.139: icmp_seq=630 ttl=57 time=0.388 ms
64 bytes from 13.65.92.139: icmp_seq=631 ttl=57 time=0.614 ms
64 bytes from 13.65.92.139: icmp_seq=632 ttl=57 time=0.375 ms
64 bytes from 13.65.92.139: icmp_seq=633 ttl=57 time=0.383 ms
64 bytes from 13.65.92.139: icmp_seq=634 ttl=57 time=0.403 ms
64 bytes from 13.65.92.139: icmp_seq=635 ttl=57 time=0.593 ms
64 bytes from 13.65.92.139: icmp_seq=636 ttl=57 time=0.434 ms
64 bytes from 13.65.92.139: icmp_seq=637 ttl=57 time=0.609 ms
64 bytes from 13.65.92.139: icmp_seq=638 ttl=57 time=0.775 ms
64 bytes from 13.65.92.139: icmp_seq=639 ttl=57 time=0.509 ms
64 bytes from 13.65.92.139: icmp_seq=640 ttl=57 time=0.547 ms
64 bytes from 13.65.92.139: icmp_seq=641 ttl=57 time=0.384 ms
64 bytes from 13.65.92.139: icmp_seq=642 ttl=57 time=0.618 ms
64 bytes from 13.65.92.139: icmp_seq=643 ttl=57 time=0.380 ms
64 bytes from 13.65.92.139: icmp_seq=644 ttl=57 time=0.518 ms
64 bytes from 13.65.92.139: icmp_seq=645 ttl=57 time=0.392 ms
64 bytes from 13.65.92.139: icmp_seq=646 ttl=57 time=0.505 ms
64 bytes from 13.65.92.139: icmp_seq=647 ttl=57 time=0.392 ms
64 bytes from 13.65.92.139: icmp_seq=648 ttl=57 time=0.604 ms
64 bytes from 13.65.92.139: icmp_seq=649 ttl=57 time=0.364 ms
64 bytes from 13.65.92.139: icmp_seq=650 ttl=57 time=0.435 ms
64 bytes from 13.65.92.139: icmp_seq=651 ttl=57 time=0.757 ms
64 bytes from 13.65.92.139: icmp_seq=652 ttl=57 time=0.868 ms
64 bytes from 13.65.92.139: icmp_seq=653 ttl=57 time=0.595 ms
64 bytes from 13.65.92.139: icmp_seq=654 ttl=57 time=0.548 ms
64 bytes from 13.65.92.139: icmp_seq=655 ttl=57 time=0.750 ms
64 bytes from 13.65.92.139: icmp_seq=656 ttl=57 time=0.724 ms
64 bytes from 13.65.92.139: icmp_seq=657 ttl=57 time=0.477 ms
64 bytes from 13.65.92.139: icmp_seq=658 ttl=57 time=0.718 ms
64 bytes from 13.65.92.139: icmp_seq=659 ttl=57 time=0.679 ms
64 bytes from 13.65.92.139: icmp_seq=660 ttl=57 time=0.778 ms
64 bytes from 13.65.92.139: icmp_seq=661 ttl=57 time=0.506 ms
64 bytes from 13.65.92.139: icmp_seq=662 ttl=57 time=0.464 ms
64 bytes from 13.65.92.139: icmp_seq=663 ttl=57 time=0.461 ms
64 bytes from 13.65.92.139: icmp_seq=664 ttl=57 time=0.525 ms
64 bytes from 13.65.92.139: icmp_seq=665 ttl=57 time=0.391 ms
64 bytes from 13.65.92.139: icmp_seq=666 ttl=57 time=0.666 ms
64 bytes from 13.65.92.139: icmp_seq=667 ttl=57 time=0.398 ms
64 bytes from 13.65.92.139: icmp_seq=668 ttl=57 time=0.374 ms
64 bytes from 13.65.92.139: icmp_seq=669 ttl=57 time=0.389 ms
64 bytes from 13.65.92.139: icmp_seq=670 ttl=57 time=0.383 ms
64 bytes from 13.65.92.139: icmp_seq=671 ttl=57 time=0.368 ms
64 bytes from 13.65.92.139: icmp_seq=672 ttl=57 time=0.358 ms
64 bytes from 13.65.92.139: icmp_seq=673 ttl=57 time=0.379 ms
64 bytes from 13.65.92.139: icmp_seq=674 ttl=57 time=0.867 ms
64 bytes from 13.65.92.139: icmp_seq=675 ttl=57 time=0.400 ms
64 bytes from 13.65.92.139: icmp_seq=676 ttl=57 time=0.375 ms
64 bytes from 13.65.92.139: icmp_seq=677 ttl=57 time=0.422 ms
64 bytes from 13.65.92.139: icmp_seq=678 ttl=57 time=0.419 ms
64 bytes from 13.65.92.139: icmp_seq=679 ttl=57 time=0.379 ms
64 bytes from 13.65.92.139: icmp_seq=680 ttl=57 time=0.356 ms
64 bytes from 13.65.92.139: icmp_seq=681 ttl=57 time=0.383 ms
64 bytes from 13.65.92.139: icmp_seq=682 ttl=57 time=0.398 ms
64 bytes from 13.65.92.139: icmp_seq=683 ttl=57 time=0.658 ms
64 bytes from 13.65.92.139: icmp_seq=684 ttl=57 time=0.437 ms
64 bytes from 13.65.92.139: icmp_seq=685 ttl=57 time=0.693 ms
64 bytes from 13.65.92.139: icmp_seq=686 ttl=57 time=0.574 ms
64 bytes from 13.65.92.139: icmp_seq=687 ttl=57 time=0.384 ms
64 bytes from 13.65.92.139: icmp_seq=688 ttl=57 time=0.616 ms
64 bytes from 13.65.92.139: icmp_seq=689 ttl=57 time=0.361 ms
64 bytes from 13.65.92.139: icmp_seq=690 ttl=57 time=0.372 ms
64 bytes from 13.65.92.139: icmp_seq=691 ttl=57 time=0.396 ms
64 bytes from 13.65.92.139: icmp_seq=692 ttl=57 time=0.686 ms
64 bytes from 13.65.92.139: icmp_seq=693 ttl=57 time=0.374 ms
64 bytes from 13.65.92.139: icmp_seq=694 ttl=57 time=0.394 ms
64 bytes from 13.65.92.139: icmp_seq=695 ttl=57 time=0.370 ms
64 bytes from 13.65.92.139: icmp_seq=696 ttl=57 time=0.657 ms
64 bytes from 13.65.92.139: icmp_seq=697 ttl=57 time=0.396 ms
64 bytes from 13.65.92.139: icmp_seq=698 ttl=57 time=0.389 ms
64 bytes from 13.65.92.139: icmp_seq=699 ttl=57 time=0.391 ms
64 bytes from 13.65.92.139: icmp_seq=700 ttl=57 time=0.388 ms
64 bytes from 13.65.92.139: icmp_seq=701 ttl=57 time=0.347 ms
64 bytes from 13.65.92.139: icmp_seq=702 ttl=57 time=0.366 ms
64 bytes from 13.65.92.139: icmp_seq=703 ttl=57 time=0.381 ms
64 bytes from 13.65.92.139: icmp_seq=704 ttl=57 time=0.816 ms
64 bytes from 13.65.92.139: icmp_seq=705 ttl=57 time=0.507 ms
64 bytes from 13.65.92.139: icmp_seq=706 ttl=57 time=0.372 ms
64 bytes from 13.65.92.139: icmp_seq=707 ttl=57 time=0.452 ms
64 bytes from 13.65.92.139: icmp_seq=708 ttl=57 time=0.426 ms
64 bytes from 13.65.92.139: icmp_seq=709 ttl=57 time=0.418 ms
64 bytes from 13.65.92.139: icmp_seq=710 ttl=57 time=0.400 ms
64 bytes from 13.65.92.139: icmp_seq=711 ttl=57 time=0.418 ms
64 bytes from 13.65.92.139: icmp_seq=712 ttl=57 time=0.366 ms
