PING 13.66.225.134 (13.66.225.134) 56(84) bytes of data.
64 bytes from 13.66.225.134: icmp_seq=355 ttl=59 time=0.305 ms
64 bytes from 13.66.225.134: icmp_seq=356 ttl=59 time=0.868 ms
64 bytes from 13.66.225.134: icmp_seq=357 ttl=59 time=1.01 ms
64 bytes from 13.66.225.134: icmp_seq=358 ttl=59 time=0.893 ms
64 bytes from 13.66.225.134: icmp_seq=359 ttl=59 time=0.943 ms
64 bytes from 13.66.225.134: icmp_seq=360 ttl=59 time=0.441 ms
64 bytes from 13.66.225.134: icmp_seq=361 ttl=59 time=0.440 ms
64 bytes from 13.66.225.134: icmp_seq=362 ttl=59 time=0.243 ms
64 bytes from 13.66.225.134: icmp_seq=363 ttl=59 time=1.19 ms
64 bytes from 13.66.225.134: icmp_seq=364 ttl=59 time=1.51 ms
64 bytes from 13.66.225.134: icmp_seq=365 ttl=59 time=1.18 ms
64 bytes from 13.66.225.134: icmp_seq=366 ttl=59 time=1.09 ms
64 bytes from 13.66.225.134: icmp_seq=367 ttl=59 time=0.782 ms
64 bytes from 13.66.225.134: icmp_seq=368 ttl=59 time=1.13 ms
64 bytes from 13.66.225.134: icmp_seq=369 ttl=59 time=0.841 ms
64 bytes from 13.66.225.134: icmp_seq=370 ttl=59 time=0.865 ms
64 bytes from 13.66.225.134: icmp_seq=371 ttl=59 time=0.852 ms
64 bytes from 13.66.225.134: icmp_seq=372 ttl=59 time=0.676 ms
64 bytes from 13.66.225.134: icmp_seq=373 ttl=59 time=0.431 ms
64 bytes from 13.66.225.134: icmp_seq=374 ttl=59 time=0.602 ms
64 bytes from 13.66.225.134: icmp_seq=375 ttl=59 time=1.03 ms
64 bytes from 13.66.225.134: icmp_seq=376 ttl=59 time=1.47 ms
64 bytes from 13.66.225.134: icmp_seq=377 ttl=59 time=0.719 ms
64 bytes from 13.66.225.134: icmp_seq=378 ttl=59 time=0.962 ms
64 bytes from 13.66.225.134: icmp_seq=379 ttl=59 time=1.10 ms
64 bytes from 13.66.225.134: icmp_seq=380 ttl=59 time=1.12 ms
64 bytes from 13.66.225.134: icmp_seq=381 ttl=59 time=0.710 ms
64 bytes from 13.66.225.134: icmp_seq=382 ttl=59 time=0.504 ms
64 bytes from 13.66.225.134: icmp_seq=383 ttl=59 time=0.644 ms
64 bytes from 13.66.225.134: icmp_seq=384 ttl=59 time=0.755 ms
64 bytes from 13.66.225.134: icmp_seq=385 ttl=59 time=0.331 ms
64 bytes from 13.66.225.134: icmp_seq=386 ttl=59 time=0.333 ms
64 bytes from 13.66.225.134: icmp_seq=387 ttl=59 time=0.269 ms
64 bytes from 13.66.225.134: icmp_seq=388 ttl=59 time=0.245 ms
64 bytes from 13.66.225.134: icmp_seq=389 ttl=59 time=0.953 ms
64 bytes from 13.66.225.134: icmp_seq=390 ttl=59 time=1.12 ms
64 bytes from 13.66.225.134: icmp_seq=391 ttl=59 time=0.566 ms
64 bytes from 13.66.225.134: icmp_seq=392 ttl=59 time=0.380 ms
64 bytes from 13.66.225.134: icmp_seq=393 ttl=59 time=0.719 ms
64 bytes from 13.66.225.134: icmp_seq=394 ttl=59 time=1.29 ms
64 bytes from 13.66.225.134: icmp_seq=395 ttl=59 time=0.494 ms
64 bytes from 13.66.225.134: icmp_seq=396 ttl=59 time=0.476 ms
64 bytes from 13.66.225.134: icmp_seq=397 ttl=59 time=0.968 ms
64 bytes from 13.66.225.134: icmp_seq=398 ttl=59 time=0.715 ms
64 bytes from 13.66.225.134: icmp_seq=399 ttl=59 time=0.341 ms
64 bytes from 13.66.225.134: icmp_seq=400 ttl=59 time=0.268 ms
64 bytes from 13.66.225.134: icmp_seq=401 ttl=59 time=0.590 ms
64 bytes from 13.66.225.134: icmp_seq=402 ttl=59 time=0.811 ms
64 bytes from 13.66.225.134: icmp_seq=403 ttl=59 time=0.822 ms
64 bytes from 13.66.225.134: icmp_seq=404 ttl=59 time=1.09 ms
64 bytes from 13.66.225.134: icmp_seq=405 ttl=59 time=0.761 ms
64 bytes from 13.66.225.134: icmp_seq=406 ttl=59 time=0.685 ms
64 bytes from 13.66.225.134: icmp_seq=407 ttl=59 time=1.02 ms
64 bytes from 13.66.225.134: icmp_seq=408 ttl=59 time=0.471 ms
64 bytes from 13.66.225.134: icmp_seq=409 ttl=59 time=0.272 ms
64 bytes from 13.66.225.134: icmp_seq=410 ttl=59 time=0.344 ms
64 bytes from 13.66.225.134: icmp_seq=411 ttl=59 time=0.936 ms
64 bytes from 13.66.225.134: icmp_seq=412 ttl=59 time=1.13 ms
64 bytes from 13.66.225.134: icmp_seq=413 ttl=59 time=1.18 ms
64 bytes from 13.66.225.134: icmp_seq=414 ttl=59 time=0.979 ms
64 bytes from 13.66.225.134: icmp_seq=415 ttl=59 time=0.642 ms
64 bytes from 13.66.225.134: icmp_seq=416 ttl=59 time=0.327 ms
64 bytes from 13.66.225.134: icmp_seq=417 ttl=59 time=0.577 ms
64 bytes from 13.66.225.134: icmp_seq=418 ttl=59 time=0.359 ms
64 bytes from 13.66.225.134: icmp_seq=419 ttl=59 time=0.920 ms
64 bytes from 13.66.225.134: icmp_seq=420 ttl=59 time=0.561 ms
64 bytes from 13.66.225.134: icmp_seq=421 ttl=59 time=0.472 ms
64 bytes from 13.66.225.134: icmp_seq=422 ttl=59 time=0.537 ms
64 bytes from 13.66.225.134: icmp_seq=423 ttl=59 time=0.969 ms
64 bytes from 13.66.225.134: icmp_seq=424 ttl=59 time=0.977 ms
64 bytes from 13.66.225.134: icmp_seq=425 ttl=59 time=0.615 ms
64 bytes from 13.66.225.134: icmp_seq=426 ttl=59 time=0.713 ms
64 bytes from 13.66.225.134: icmp_seq=427 ttl=59 time=0.924 ms
64 bytes from 13.66.225.134: icmp_seq=428 ttl=59 time=0.861 ms
64 bytes from 13.66.225.134: icmp_seq=429 ttl=59 time=1.35 ms
64 bytes from 13.66.225.134: icmp_seq=430 ttl=59 time=0.721 ms
64 bytes from 13.66.225.134: icmp_seq=431 ttl=59 time=1.08 ms
64 bytes from 13.66.225.134: icmp_seq=432 ttl=59 time=0.590 ms
64 bytes from 13.66.225.134: icmp_seq=433 ttl=59 time=0.317 ms
64 bytes from 13.66.225.134: icmp_seq=434 ttl=59 time=0.549 ms
64 bytes from 13.66.225.134: icmp_seq=435 ttl=59 time=0.330 ms
64 bytes from 13.66.225.134: icmp_seq=436 ttl=59 time=0.860 ms
64 bytes from 13.66.225.134: icmp_seq=437 ttl=59 time=0.675 ms
64 bytes from 13.66.225.134: icmp_seq=438 ttl=59 time=0.572 ms
64 bytes from 13.66.225.134: icmp_seq=439 ttl=59 time=0.697 ms
64 bytes from 13.66.225.134: icmp_seq=440 ttl=59 time=1.05 ms
64 bytes from 13.66.225.134: icmp_seq=441 ttl=59 time=0.963 ms
64 bytes from 13.66.225.134: icmp_seq=442 ttl=59 time=0.505 ms
64 bytes from 13.66.225.134: icmp_seq=443 ttl=59 time=1.02 ms
64 bytes from 13.66.225.134: icmp_seq=444 ttl=59 time=1.03 ms
64 bytes from 13.66.225.134: icmp_seq=445 ttl=59 time=1.74 ms
64 bytes from 13.66.225.134: icmp_seq=446 ttl=59 time=0.892 ms
64 bytes from 13.66.225.134: icmp_seq=447 ttl=59 time=0.699 ms
64 bytes from 13.66.225.134: icmp_seq=448 ttl=59 time=0.707 ms
64 bytes from 13.66.225.134: icmp_seq=449 ttl=59 time=1.20 ms
64 bytes from 13.66.225.134: icmp_seq=450 ttl=59 time=0.867 ms
64 bytes from 13.66.225.134: icmp_seq=451 ttl=59 time=0.939 ms
64 bytes from 13.66.225.134: icmp_seq=452 ttl=59 time=1.19 ms
64 bytes from 13.66.225.134: icmp_seq=453 ttl=59 time=0.852 ms
64 bytes from 13.66.225.134: icmp_seq=454 ttl=59 time=0.578 ms
64 bytes from 13.66.225.134: icmp_seq=455 ttl=59 time=1.05 ms
64 bytes from 13.66.225.134: icmp_seq=456 ttl=59 time=0.870 ms
64 bytes from 13.66.225.134: icmp_seq=457 ttl=59 time=0.703 ms
64 bytes from 13.66.225.134: icmp_seq=458 ttl=59 time=0.667 ms
64 bytes from 13.66.225.134: icmp_seq=459 ttl=59 time=0.740 ms
64 bytes from 13.66.225.134: icmp_seq=460 ttl=59 time=0.404 ms
64 bytes from 13.66.225.134: icmp_seq=461 ttl=59 time=0.605 ms
64 bytes from 13.66.225.134: icmp_seq=462 ttl=59 time=0.740 ms
64 bytes from 13.66.225.134: icmp_seq=463 ttl=59 time=1.08 ms
64 bytes from 13.66.225.134: icmp_seq=464 ttl=59 time=1.26 ms
64 bytes from 13.66.225.134: icmp_seq=465 ttl=59 time=0.699 ms
64 bytes from 13.66.225.134: icmp_seq=466 ttl=59 time=1.04 ms
64 bytes from 13.66.225.134: icmp_seq=467 ttl=59 time=1.21 ms
64 bytes from 13.66.225.134: icmp_seq=468 ttl=59 time=1.44 ms
64 bytes from 13.66.225.134: icmp_seq=469 ttl=59 time=0.810 ms
64 bytes from 13.66.225.134: icmp_seq=470 ttl=59 time=0.918 ms
64 bytes from 13.66.225.134: icmp_seq=471 ttl=59 time=0.933 ms
64 bytes from 13.66.225.134: icmp_seq=472 ttl=59 time=1.04 ms
64 bytes from 13.66.225.134: icmp_seq=473 ttl=59 time=1.27 ms
64 bytes from 13.66.225.134: icmp_seq=474 ttl=59 time=1.23 ms
64 bytes from 13.66.225.134: icmp_seq=475 ttl=59 time=1.28 ms
64 bytes from 13.66.225.134: icmp_seq=476 ttl=59 time=1.23 ms
64 bytes from 13.66.225.134: icmp_seq=477 ttl=59 time=0.907 ms
64 bytes from 13.66.225.134: icmp_seq=478 ttl=59 time=0.600 ms
64 bytes from 13.66.225.134: icmp_seq=479 ttl=59 time=0.336 ms
64 bytes from 13.66.225.134: icmp_seq=480 ttl=59 time=0.514 ms
64 bytes from 13.66.225.134: icmp_seq=481 ttl=59 time=0.925 ms
64 bytes from 13.66.225.134: icmp_seq=482 ttl=59 time=1.34 ms
64 bytes from 13.66.225.134: icmp_seq=483 ttl=59 time=1.31 ms
64 bytes from 13.66.225.134: icmp_seq=484 ttl=59 time=1.31 ms
64 bytes from 13.66.225.134: icmp_seq=485 ttl=59 time=1.23 ms
64 bytes from 13.66.225.134: icmp_seq=486 ttl=59 time=1.07 ms
64 bytes from 13.66.225.134: icmp_seq=487 ttl=59 time=0.908 ms
64 bytes from 13.66.225.134: icmp_seq=488 ttl=59 time=0.843 ms
64 bytes from 13.66.225.134: icmp_seq=489 ttl=59 time=0.980 ms
64 bytes from 13.66.225.134: icmp_seq=490 ttl=59 time=1.02 ms
64 bytes from 13.66.225.134: icmp_seq=491 ttl=59 time=0.889 ms
64 bytes from 13.66.225.134: icmp_seq=492 ttl=59 time=0.957 ms
64 bytes from 13.66.225.134: icmp_seq=493 ttl=59 time=0.778 ms
64 bytes from 13.66.225.134: icmp_seq=494 ttl=59 time=1.07 ms
64 bytes from 13.66.225.134: icmp_seq=495 ttl=59 time=1.59 ms
64 bytes from 13.66.225.134: icmp_seq=496 ttl=59 time=0.863 ms
64 bytes from 13.66.225.134: icmp_seq=497 ttl=59 time=0.992 ms
64 bytes from 13.66.225.134: icmp_seq=498 ttl=59 time=1.07 ms
64 bytes from 13.66.225.134: icmp_seq=499 ttl=59 time=0.924 ms
64 bytes from 13.66.225.134: icmp_seq=500 ttl=59 time=0.820 ms
64 bytes from 13.66.225.134: icmp_seq=501 ttl=59 time=0.910 ms
64 bytes from 13.66.225.134: icmp_seq=502 ttl=59 time=0.774 ms
64 bytes from 13.66.225.134: icmp_seq=503 ttl=59 time=0.807 ms
64 bytes from 13.66.225.134: icmp_seq=504 ttl=59 time=0.954 ms
64 bytes from 13.66.225.134: icmp_seq=505 ttl=59 time=0.833 ms
64 bytes from 13.66.225.134: icmp_seq=506 ttl=59 time=0.978 ms
64 bytes from 13.66.225.134: icmp_seq=507 ttl=59 time=0.956 ms
64 bytes from 13.66.225.134: icmp_seq=508 ttl=59 time=0.932 ms
64 bytes from 13.66.225.134: icmp_seq=509 ttl=59 time=0.839 ms
64 bytes from 13.66.225.134: icmp_seq=510 ttl=59 time=0.321 ms
64 bytes from 13.66.225.134: icmp_seq=511 ttl=59 time=0.671 ms
64 bytes from 13.66.225.134: icmp_seq=512 ttl=59 time=0.917 ms
64 bytes from 13.66.225.134: icmp_seq=513 ttl=59 time=0.851 ms
64 bytes from 13.66.225.134: icmp_seq=514 ttl=59 time=1.17 ms
64 bytes from 13.66.225.134: icmp_seq=515 ttl=59 time=0.726 ms
64 bytes from 13.66.225.134: icmp_seq=516 ttl=59 time=0.860 ms
64 bytes from 13.66.225.134: icmp_seq=517 ttl=59 time=1.03 ms
64 bytes from 13.66.225.134: icmp_seq=518 ttl=59 time=1.08 ms
64 bytes from 13.66.225.134: icmp_seq=519 ttl=59 time=1.08 ms
64 bytes from 13.66.225.134: icmp_seq=520 ttl=59 time=0.875 ms
64 bytes from 13.66.225.134: icmp_seq=521 ttl=59 time=1.27 ms
64 bytes from 13.66.225.134: icmp_seq=522 ttl=59 time=0.800 ms
64 bytes from 13.66.225.134: icmp_seq=523 ttl=59 time=1.03 ms
64 bytes from 13.66.225.134: icmp_seq=524 ttl=59 time=1.50 ms
64 bytes from 13.66.225.134: icmp_seq=525 ttl=59 time=1.16 ms
64 bytes from 13.66.225.134: icmp_seq=526 ttl=59 time=0.853 ms
64 bytes from 13.66.225.134: icmp_seq=527 ttl=59 time=0.940 ms
64 bytes from 13.66.225.134: icmp_seq=528 ttl=59 time=1.24 ms
64 bytes from 13.66.225.134: icmp_seq=529 ttl=59 time=0.875 ms
64 bytes from 13.66.225.134: icmp_seq=530 ttl=59 time=0.846 ms
64 bytes from 13.66.225.134: icmp_seq=531 ttl=59 time=1.10 ms
64 bytes from 13.66.225.134: icmp_seq=532 ttl=59 time=0.763 ms
64 bytes from 13.66.225.134: icmp_seq=533 ttl=59 time=0.998 ms
64 bytes from 13.66.225.134: icmp_seq=534 ttl=59 time=1.20 ms
64 bytes from 13.66.225.134: icmp_seq=535 ttl=59 time=0.845 ms
64 bytes from 13.66.225.134: icmp_seq=536 ttl=59 time=1.15 ms
64 bytes from 13.66.225.134: icmp_seq=537 ttl=59 time=0.685 ms
64 bytes from 13.66.225.134: icmp_seq=538 ttl=59 time=1.12 ms
64 bytes from 13.66.225.134: icmp_seq=539 ttl=59 time=0.906 ms
64 bytes from 13.66.225.134: icmp_seq=540 ttl=59 time=0.540 ms
64 bytes from 13.66.225.134: icmp_seq=541 ttl=59 time=0.961 ms
64 bytes from 13.66.225.134: icmp_seq=542 ttl=59 time=0.954 ms
64 bytes from 13.66.225.134: icmp_seq=543 ttl=59 time=1.01 ms
64 bytes from 13.66.225.134: icmp_seq=544 ttl=59 time=0.911 ms
64 bytes from 13.66.225.134: icmp_seq=545 ttl=59 time=1.28 ms
64 bytes from 13.66.225.134: icmp_seq=546 ttl=59 time=0.821 ms
64 bytes from 13.66.225.134: icmp_seq=547 ttl=59 time=0.724 ms
64 bytes from 13.66.225.134: icmp_seq=548 ttl=59 time=0.734 ms
64 bytes from 13.66.225.134: icmp_seq=549 ttl=59 time=1.26 ms
64 bytes from 13.66.225.134: icmp_seq=550 ttl=59 time=1.09 ms
64 bytes from 13.66.225.134: icmp_seq=551 ttl=59 time=1.19 ms
64 bytes from 13.66.225.134: icmp_seq=552 ttl=59 time=0.838 ms
64 bytes from 13.66.225.134: icmp_seq=553 ttl=59 time=1.20 ms
64 bytes from 13.66.225.134: icmp_seq=554 ttl=59 time=0.801 ms
64 bytes from 13.66.225.134: icmp_seq=555 ttl=59 time=0.886 ms
64 bytes from 13.66.225.134: icmp_seq=556 ttl=59 time=0.981 ms
64 bytes from 13.66.225.134: icmp_seq=557 ttl=59 time=1.00 ms
64 bytes from 13.66.225.134: icmp_seq=558 ttl=59 time=1.22 ms
64 bytes from 13.66.225.134: icmp_seq=559 ttl=59 time=0.925 ms
64 bytes from 13.66.225.134: icmp_seq=560 ttl=59 time=0.970 ms
64 bytes from 13.66.225.134: icmp_seq=561 ttl=59 time=0.845 ms
64 bytes from 13.66.225.134: icmp_seq=562 ttl=59 time=1.43 ms
64 bytes from 13.66.225.134: icmp_seq=563 ttl=59 time=0.821 ms
64 bytes from 13.66.225.134: icmp_seq=564 ttl=59 time=0.721 ms
64 bytes from 13.66.225.134: icmp_seq=565 ttl=59 time=0.876 ms
64 bytes from 13.66.225.134: icmp_seq=566 ttl=59 time=0.981 ms
64 bytes from 13.66.225.134: icmp_seq=567 ttl=59 time=0.689 ms
64 bytes from 13.66.225.134: icmp_seq=568 ttl=59 time=0.881 ms
64 bytes from 13.66.225.134: icmp_seq=569 ttl=59 time=0.634 ms
64 bytes from 13.66.225.134: icmp_seq=570 ttl=59 time=1.28 ms
64 bytes from 13.66.225.134: icmp_seq=571 ttl=59 time=1.04 ms
64 bytes from 13.66.225.134: icmp_seq=572 ttl=59 time=0.868 ms
64 bytes from 13.66.225.134: icmp_seq=573 ttl=59 time=0.934 ms
64 bytes from 13.66.225.134: icmp_seq=574 ttl=59 time=0.628 ms
64 bytes from 13.66.225.134: icmp_seq=575 ttl=59 time=0.803 ms
64 bytes from 13.66.225.134: icmp_seq=576 ttl=59 time=1.14 ms
64 bytes from 13.66.225.134: icmp_seq=577 ttl=59 time=0.534 ms
64 bytes from 13.66.225.134: icmp_seq=578 ttl=59 time=0.873 ms
64 bytes from 13.66.225.134: icmp_seq=579 ttl=59 time=0.523 ms
64 bytes from 13.66.225.134: icmp_seq=580 ttl=59 time=0.842 ms
64 bytes from 13.66.225.134: icmp_seq=581 ttl=59 time=0.694 ms
64 bytes from 13.66.225.134: icmp_seq=582 ttl=59 time=0.356 ms
64 bytes from 13.66.225.134: icmp_seq=583 ttl=59 time=0.611 ms
64 bytes from 13.66.225.134: icmp_seq=584 ttl=59 time=0.960 ms
64 bytes from 13.66.225.134: icmp_seq=585 ttl=59 time=0.667 ms
64 bytes from 13.66.225.134: icmp_seq=586 ttl=59 time=1.22 ms
64 bytes from 13.66.225.134: icmp_seq=587 ttl=59 time=0.538 ms
64 bytes from 13.66.225.134: icmp_seq=588 ttl=59 time=0.569 ms
64 bytes from 13.66.225.134: icmp_seq=589 ttl=59 time=0.306 ms
64 bytes from 13.66.225.134: icmp_seq=590 ttl=59 time=0.297 ms
64 bytes from 13.66.225.134: icmp_seq=591 ttl=59 time=0.651 ms
64 bytes from 13.66.225.134: icmp_seq=592 ttl=59 time=0.443 ms
64 bytes from 13.66.225.134: icmp_seq=593 ttl=59 time=0.329 ms
64 bytes from 13.66.225.134: icmp_seq=594 ttl=59 time=0.307 ms
64 bytes from 13.66.225.134: icmp_seq=595 ttl=59 time=0.253 ms
64 bytes from 13.66.225.134: icmp_seq=596 ttl=59 time=0.303 ms
64 bytes from 13.66.225.134: icmp_seq=597 ttl=59 time=0.903 ms
64 bytes from 13.66.225.134: icmp_seq=598 ttl=59 time=0.628 ms
64 bytes from 13.66.225.134: icmp_seq=599 ttl=59 time=0.249 ms
64 bytes from 13.66.225.134: icmp_seq=600 ttl=59 time=0.244 ms
64 bytes from 13.66.225.134: icmp_seq=601 ttl=59 time=0.263 ms
64 bytes from 13.66.225.134: icmp_seq=602 ttl=59 time=0.267 ms
64 bytes from 13.66.225.134: icmp_seq=603 ttl=59 time=0.262 ms
64 bytes from 13.66.225.134: icmp_seq=604 ttl=59 time=1.15 ms
64 bytes from 13.66.225.134: icmp_seq=605 ttl=59 time=1.04 ms
64 bytes from 13.66.225.134: icmp_seq=606 ttl=59 time=0.821 ms
64 bytes from 13.66.225.134: icmp_seq=607 ttl=59 time=0.735 ms
64 bytes from 13.66.225.134: icmp_seq=608 ttl=59 time=0.696 ms
64 bytes from 13.66.225.134: icmp_seq=609 ttl=59 time=0.726 ms
64 bytes from 13.66.225.134: icmp_seq=610 ttl=59 time=0.876 ms
64 bytes from 13.66.225.134: icmp_seq=611 ttl=59 time=0.762 ms
64 bytes from 13.66.225.134: icmp_seq=612 ttl=59 time=0.635 ms
64 bytes from 13.66.225.134: icmp_seq=613 ttl=59 time=0.669 ms
64 bytes from 13.66.225.134: icmp_seq=614 ttl=59 time=0.281 ms
64 bytes from 13.66.225.134: icmp_seq=615 ttl=59 time=0.460 ms
64 bytes from 13.66.225.134: icmp_seq=616 ttl=59 time=1.02 ms
64 bytes from 13.66.225.134: icmp_seq=617 ttl=59 time=0.372 ms
64 bytes from 13.66.225.134: icmp_seq=618 ttl=59 time=0.736 ms
64 bytes from 13.66.225.134: icmp_seq=619 ttl=59 time=1.12 ms
64 bytes from 13.66.225.134: icmp_seq=620 ttl=59 time=0.863 ms
64 bytes from 13.66.225.134: icmp_seq=621 ttl=59 time=0.698 ms
64 bytes from 13.66.225.134: icmp_seq=622 ttl=59 time=1.00 ms
64 bytes from 13.66.225.134: icmp_seq=623 ttl=59 time=0.617 ms
64 bytes from 13.66.225.134: icmp_seq=624 ttl=59 time=0.631 ms
64 bytes from 13.66.225.134: icmp_seq=625 ttl=59 time=0.396 ms
64 bytes from 13.66.225.134: icmp_seq=626 ttl=59 time=0.511 ms
64 bytes from 13.66.225.134: icmp_seq=627 ttl=59 time=0.363 ms
64 bytes from 13.66.225.134: icmp_seq=628 ttl=59 time=1.66 ms
64 bytes from 13.66.225.134: icmp_seq=629 ttl=59 time=0.826 ms
64 bytes from 13.66.225.134: icmp_seq=630 ttl=59 time=0.554 ms
64 bytes from 13.66.225.134: icmp_seq=631 ttl=59 time=0.596 ms
64 bytes from 13.66.225.134: icmp_seq=632 ttl=59 time=0.685 ms
64 bytes from 13.66.225.134: icmp_seq=633 ttl=59 time=1.30 ms
64 bytes from 13.66.225.134: icmp_seq=634 ttl=59 time=0.909 ms
64 bytes from 13.66.225.134: icmp_seq=635 ttl=59 time=0.852 ms
64 bytes from 13.66.225.134: icmp_seq=636 ttl=59 time=1.06 ms
64 bytes from 13.66.225.134: icmp_seq=637 ttl=59 time=0.712 ms
64 bytes from 13.66.225.134: icmp_seq=638 ttl=59 time=0.877 ms
64 bytes from 13.66.225.134: icmp_seq=639 ttl=59 time=0.867 ms
64 bytes from 13.66.225.134: icmp_seq=640 ttl=59 time=1.19 ms
64 bytes from 13.66.225.134: icmp_seq=641 ttl=59 time=0.807 ms
64 bytes from 13.66.225.134: icmp_seq=642 ttl=59 time=0.969 ms
64 bytes from 13.66.225.134: icmp_seq=643 ttl=59 time=1.04 ms
64 bytes from 13.66.225.134: icmp_seq=644 ttl=59 time=0.767 ms
64 bytes from 13.66.225.134: icmp_seq=645 ttl=59 time=0.919 ms
64 bytes from 13.66.225.134: icmp_seq=646 ttl=59 time=0.768 ms
64 bytes from 13.66.225.134: icmp_seq=647 ttl=59 time=0.569 ms
64 bytes from 13.66.225.134: icmp_seq=648 ttl=59 time=0.776 ms
64 bytes from 13.66.225.134: icmp_seq=649 ttl=59 time=1.01 ms
64 bytes from 13.66.225.134: icmp_seq=650 ttl=59 time=0.741 ms
64 bytes from 13.66.225.134: icmp_seq=651 ttl=59 time=0.581 ms
64 bytes from 13.66.225.134: icmp_seq=652 ttl=59 time=0.764 ms
64 bytes from 13.66.225.134: icmp_seq=653 ttl=59 time=0.709 ms
64 bytes from 13.66.225.134: icmp_seq=654 ttl=59 time=0.521 ms
64 bytes from 13.66.225.134: icmp_seq=655 ttl=59 time=1.00 ms
64 bytes from 13.66.225.134: icmp_seq=656 ttl=59 time=1.18 ms
64 bytes from 13.66.225.134: icmp_seq=657 ttl=59 time=0.943 ms
64 bytes from 13.66.225.134: icmp_seq=658 ttl=59 time=0.462 ms
64 bytes from 13.66.225.134: icmp_seq=659 ttl=59 time=0.467 ms
64 bytes from 13.66.225.134: icmp_seq=660 ttl=59 time=0.939 ms
64 bytes from 13.66.225.134: icmp_seq=661 ttl=59 time=0.942 ms
64 bytes from 13.66.225.134: icmp_seq=662 ttl=59 time=0.927 ms
64 bytes from 13.66.225.134: icmp_seq=663 ttl=59 time=1.95 ms
64 bytes from 13.66.225.134: icmp_seq=664 ttl=59 time=0.941 ms
64 bytes from 13.66.225.134: icmp_seq=665 ttl=59 time=1.23 ms
64 bytes from 13.66.225.134: icmp_seq=666 ttl=59 time=0.853 ms
64 bytes from 13.66.225.134: icmp_seq=667 ttl=59 time=0.639 ms
64 bytes from 13.66.225.134: icmp_seq=668 ttl=59 time=0.701 ms
64 bytes from 13.66.225.134: icmp_seq=669 ttl=59 time=1.09 ms
64 bytes from 13.66.225.134: icmp_seq=670 ttl=59 time=0.712 ms
64 bytes from 13.66.225.134: icmp_seq=671 ttl=59 time=0.424 ms
64 bytes from 13.66.225.134: icmp_seq=672 ttl=59 time=1.45 ms
64 bytes from 13.66.225.134: icmp_seq=673 ttl=59 time=0.512 ms
64 bytes from 13.66.225.134: icmp_seq=674 ttl=59 time=0.567 ms
64 bytes from 13.66.225.134: icmp_seq=675 ttl=59 time=0.304 ms
64 bytes from 13.66.225.134: icmp_seq=676 ttl=59 time=0.620 ms
64 bytes from 13.66.225.134: icmp_seq=677 ttl=59 time=0.942 ms
64 bytes from 13.66.225.134: icmp_seq=678 ttl=59 time=0.445 ms
64 bytes from 13.66.225.134: icmp_seq=679 ttl=59 time=0.665 ms
64 bytes from 13.66.225.134: icmp_seq=680 ttl=59 time=0.352 ms
64 bytes from 13.66.225.134: icmp_seq=681 ttl=59 time=1.19 ms
64 bytes from 13.66.225.134: icmp_seq=682 ttl=59 time=0.574 ms
64 bytes from 13.66.225.134: icmp_seq=683 ttl=59 time=0.658 ms
64 bytes from 13.66.225.134: icmp_seq=684 ttl=59 time=0.526 ms
64 bytes from 13.66.225.134: icmp_seq=685 ttl=59 time=0.437 ms
64 bytes from 13.66.225.134: icmp_seq=686 ttl=59 time=0.819 ms
64 bytes from 13.66.225.134: icmp_seq=687 ttl=59 time=0.882 ms
64 bytes from 13.66.225.134: icmp_seq=688 ttl=59 time=0.969 ms
64 bytes from 13.66.225.134: icmp_seq=689 ttl=59 time=0.937 ms
64 bytes from 13.66.225.134: icmp_seq=690 ttl=59 time=0.704 ms
64 bytes from 13.66.225.134: icmp_seq=691 ttl=59 time=0.868 ms
64 bytes from 13.66.225.134: icmp_seq=692 ttl=59 time=1.15 ms
64 bytes from 13.66.225.134: icmp_seq=693 ttl=59 time=0.984 ms
64 bytes from 13.66.225.134: icmp_seq=694 ttl=59 time=0.615 ms
64 bytes from 13.66.225.134: icmp_seq=695 ttl=59 time=0.569 ms
64 bytes from 13.66.225.134: icmp_seq=696 ttl=59 time=0.469 ms
64 bytes from 13.66.225.134: icmp_seq=697 ttl=59 time=0.461 ms
64 bytes from 13.66.225.134: icmp_seq=698 ttl=59 time=0.346 ms
64 bytes from 13.66.225.134: icmp_seq=699 ttl=59 time=0.782 ms
64 bytes from 13.66.225.134: icmp_seq=700 ttl=59 time=0.981 ms
64 bytes from 13.66.225.134: icmp_seq=701 ttl=59 time=0.970 ms
64 bytes from 13.66.225.134: icmp_seq=702 ttl=59 time=0.974 ms
64 bytes from 13.66.225.134: icmp_seq=703 ttl=59 time=1.22 ms
64 bytes from 13.66.225.134: icmp_seq=704 ttl=59 time=0.679 ms
64 bytes from 13.66.225.134: icmp_seq=705 ttl=59 time=0.811 ms
64 bytes from 13.66.225.134: icmp_seq=706 ttl=59 time=0.403 ms
64 bytes from 13.66.225.134: icmp_seq=707 ttl=59 time=0.849 ms
64 bytes from 13.66.225.134: icmp_seq=708 ttl=59 time=0.688 ms
64 bytes from 13.66.225.134: icmp_seq=709 ttl=59 time=0.693 ms
64 bytes from 13.66.225.134: icmp_seq=710 ttl=59 time=0.847 ms
64 bytes from 13.66.225.134: icmp_seq=711 ttl=59 time=0.334 ms
64 bytes from 13.66.225.134: icmp_seq=712 ttl=59 time=0.652 ms
