PING 13.66.225.134 (13.66.225.134) 56(84) bytes of data.
64 bytes from 13.66.225.134: icmp_seq=713 ttl=59 time=0.489 ms
64 bytes from 13.66.225.134: icmp_seq=714 ttl=59 time=0.664 ms
64 bytes from 13.66.225.134: icmp_seq=715 ttl=59 time=0.769 ms
64 bytes from 13.66.225.134: icmp_seq=716 ttl=59 time=0.621 ms
64 bytes from 13.66.225.134: icmp_seq=717 ttl=59 time=0.886 ms
64 bytes from 13.66.225.134: icmp_seq=718 ttl=59 time=0.387 ms
64 bytes from 13.66.225.134: icmp_seq=719 ttl=59 time=0.970 ms
64 bytes from 13.66.225.134: icmp_seq=720 ttl=59 time=0.974 ms
64 bytes from 13.66.225.134: icmp_seq=721 ttl=59 time=0.533 ms
64 bytes from 13.66.225.134: icmp_seq=722 ttl=59 time=0.540 ms
64 bytes from 13.66.225.134: icmp_seq=723 ttl=59 time=0.300 ms
64 bytes from 13.66.225.134: icmp_seq=724 ttl=59 time=0.474 ms
64 bytes from 13.66.225.134: icmp_seq=725 ttl=59 time=1.25 ms
64 bytes from 13.66.225.134: icmp_seq=726 ttl=59 time=0.755 ms
64 bytes from 13.66.225.134: icmp_seq=727 ttl=59 time=1.37 ms
64 bytes from 13.66.225.134: icmp_seq=728 ttl=59 time=0.768 ms
64 bytes from 13.66.225.134: icmp_seq=729 ttl=59 time=0.662 ms
64 bytes from 13.66.225.134: icmp_seq=730 ttl=59 time=1.12 ms
64 bytes from 13.66.225.134: icmp_seq=731 ttl=59 time=0.951 ms
64 bytes from 13.66.225.134: icmp_seq=732 ttl=59 time=0.756 ms
64 bytes from 13.66.225.134: icmp_seq=733 ttl=59 time=1.15 ms
64 bytes from 13.66.225.134: icmp_seq=734 ttl=59 time=0.715 ms
64 bytes from 13.66.225.134: icmp_seq=735 ttl=59 time=0.894 ms
64 bytes from 13.66.225.134: icmp_seq=736 ttl=59 time=0.883 ms
64 bytes from 13.66.225.134: icmp_seq=737 ttl=59 time=0.957 ms
64 bytes from 13.66.225.134: icmp_seq=738 ttl=59 time=0.637 ms
64 bytes from 13.66.225.134: icmp_seq=739 ttl=59 time=0.723 ms
64 bytes from 13.66.225.134: icmp_seq=740 ttl=59 time=0.569 ms
64 bytes from 13.66.225.134: icmp_seq=741 ttl=59 time=0.703 ms
64 bytes from 13.66.225.134: icmp_seq=742 ttl=59 time=1.19 ms
64 bytes from 13.66.225.134: icmp_seq=743 ttl=59 time=1.41 ms
64 bytes from 13.66.225.134: icmp_seq=744 ttl=59 time=0.735 ms
64 bytes from 13.66.225.134: icmp_seq=745 ttl=59 time=0.670 ms
64 bytes from 13.66.225.134: icmp_seq=746 ttl=59 time=1.15 ms
64 bytes from 13.66.225.134: icmp_seq=747 ttl=59 time=0.952 ms
64 bytes from 13.66.225.134: icmp_seq=748 ttl=59 time=0.979 ms
64 bytes from 13.66.225.134: icmp_seq=749 ttl=59 time=0.859 ms
64 bytes from 13.66.225.134: icmp_seq=750 ttl=59 time=0.867 ms
64 bytes from 13.66.225.134: icmp_seq=751 ttl=59 time=0.723 ms
64 bytes from 13.66.225.134: icmp_seq=752 ttl=59 time=1.11 ms
64 bytes from 13.66.225.134: icmp_seq=753 ttl=59 time=0.926 ms
64 bytes from 13.66.225.134: icmp_seq=754 ttl=59 time=1.19 ms
64 bytes from 13.66.225.134: icmp_seq=755 ttl=59 time=0.509 ms
64 bytes from 13.66.225.134: icmp_seq=756 ttl=59 time=0.721 ms
64 bytes from 13.66.225.134: icmp_seq=757 ttl=59 time=1.08 ms
64 bytes from 13.66.225.134: icmp_seq=758 ttl=59 time=0.858 ms
64 bytes from 13.66.225.134: icmp_seq=759 ttl=59 time=1.52 ms
64 bytes from 13.66.225.134: icmp_seq=760 ttl=59 time=0.770 ms
64 bytes from 13.66.225.134: icmp_seq=761 ttl=59 time=1.03 ms
64 bytes from 13.66.225.134: icmp_seq=762 ttl=59 time=0.630 ms
64 bytes from 13.66.225.134: icmp_seq=763 ttl=59 time=0.537 ms
64 bytes from 13.66.225.134: icmp_seq=764 ttl=59 time=0.554 ms
64 bytes from 13.66.225.134: icmp_seq=765 ttl=59 time=0.515 ms
64 bytes from 13.66.225.134: icmp_seq=766 ttl=59 time=1.01 ms
64 bytes from 13.66.225.134: icmp_seq=767 ttl=59 time=0.899 ms
64 bytes from 13.66.225.134: icmp_seq=768 ttl=59 time=1.23 ms
64 bytes from 13.66.225.134: icmp_seq=769 ttl=59 time=1.08 ms
64 bytes from 13.66.225.134: icmp_seq=770 ttl=59 time=0.852 ms
64 bytes from 13.66.225.134: icmp_seq=771 ttl=59 time=0.391 ms
64 bytes from 13.66.225.134: icmp_seq=772 ttl=59 time=0.855 ms
64 bytes from 13.66.225.134: icmp_seq=773 ttl=59 time=0.993 ms
64 bytes from 13.66.225.134: icmp_seq=774 ttl=59 time=0.879 ms
64 bytes from 13.66.225.134: icmp_seq=775 ttl=59 time=0.744 ms
64 bytes from 13.66.225.134: icmp_seq=776 ttl=59 time=0.751 ms
64 bytes from 13.66.225.134: icmp_seq=777 ttl=59 time=1.03 ms
64 bytes from 13.66.225.134: icmp_seq=778 ttl=59 time=0.397 ms
64 bytes from 13.66.225.134: icmp_seq=779 ttl=59 time=0.644 ms
64 bytes from 13.66.225.134: icmp_seq=780 ttl=59 time=0.681 ms
64 bytes from 13.66.225.134: icmp_seq=781 ttl=59 time=0.527 ms
64 bytes from 13.66.225.134: icmp_seq=782 ttl=59 time=1.02 ms
64 bytes from 13.66.225.134: icmp_seq=783 ttl=59 time=0.372 ms
64 bytes from 13.66.225.134: icmp_seq=784 ttl=59 time=0.878 ms
64 bytes from 13.66.225.134: icmp_seq=785 ttl=59 time=0.452 ms
64 bytes from 13.66.225.134: icmp_seq=786 ttl=59 time=0.400 ms
64 bytes from 13.66.225.134: icmp_seq=787 ttl=59 time=0.939 ms
64 bytes from 13.66.225.134: icmp_seq=788 ttl=59 time=0.353 ms
64 bytes from 13.66.225.134: icmp_seq=789 ttl=59 time=0.693 ms
64 bytes from 13.66.225.134: icmp_seq=790 ttl=59 time=0.734 ms
64 bytes from 13.66.225.134: icmp_seq=791 ttl=59 time=0.804 ms
64 bytes from 13.66.225.134: icmp_seq=792 ttl=59 time=0.884 ms
64 bytes from 13.66.225.134: icmp_seq=793 ttl=59 time=0.340 ms
64 bytes from 13.66.225.134: icmp_seq=794 ttl=59 time=0.871 ms
64 bytes from 13.66.225.134: icmp_seq=795 ttl=59 time=0.530 ms
64 bytes from 13.66.225.134: icmp_seq=796 ttl=59 time=0.749 ms
64 bytes from 13.66.225.134: icmp_seq=797 ttl=59 time=0.522 ms
64 bytes from 13.66.225.134: icmp_seq=798 ttl=59 time=0.411 ms
64 bytes from 13.66.225.134: icmp_seq=799 ttl=59 time=1.28 ms
64 bytes from 13.66.225.134: icmp_seq=800 ttl=59 time=0.674 ms
64 bytes from 13.66.225.134: icmp_seq=801 ttl=59 time=0.389 ms
64 bytes from 13.66.225.134: icmp_seq=802 ttl=59 time=0.572 ms
64 bytes from 13.66.225.134: icmp_seq=803 ttl=59 time=0.413 ms
64 bytes from 13.66.225.134: icmp_seq=804 ttl=59 time=0.922 ms
64 bytes from 13.66.225.134: icmp_seq=805 ttl=59 time=0.609 ms
64 bytes from 13.66.225.134: icmp_seq=806 ttl=59 time=0.711 ms
64 bytes from 13.66.225.134: icmp_seq=807 ttl=59 time=0.309 ms
64 bytes from 13.66.225.134: icmp_seq=808 ttl=59 time=0.905 ms
64 bytes from 13.66.225.134: icmp_seq=809 ttl=59 time=0.774 ms
64 bytes from 13.66.225.134: icmp_seq=810 ttl=59 time=1.02 ms
64 bytes from 13.66.225.134: icmp_seq=811 ttl=59 time=1.01 ms
64 bytes from 13.66.225.134: icmp_seq=812 ttl=59 time=0.800 ms
64 bytes from 13.66.225.134: icmp_seq=813 ttl=59 time=0.949 ms
64 bytes from 13.66.225.134: icmp_seq=814 ttl=59 time=0.613 ms
64 bytes from 13.66.225.134: icmp_seq=815 ttl=59 time=0.858 ms
64 bytes from 13.66.225.134: icmp_seq=816 ttl=59 time=0.774 ms
64 bytes from 13.66.225.134: icmp_seq=817 ttl=59 time=0.736 ms
64 bytes from 13.66.225.134: icmp_seq=818 ttl=59 time=0.343 ms
64 bytes from 13.66.225.134: icmp_seq=819 ttl=59 time=0.535 ms
64 bytes from 13.66.225.134: icmp_seq=820 ttl=59 time=0.774 ms
64 bytes from 13.66.225.134: icmp_seq=821 ttl=59 time=0.425 ms
64 bytes from 13.66.225.134: icmp_seq=822 ttl=59 time=0.785 ms
64 bytes from 13.66.225.134: icmp_seq=823 ttl=59 time=0.865 ms
64 bytes from 13.66.225.134: icmp_seq=824 ttl=59 time=0.598 ms
64 bytes from 13.66.225.134: icmp_seq=825 ttl=59 time=0.391 ms
64 bytes from 13.66.225.134: icmp_seq=826 ttl=59 time=0.544 ms
64 bytes from 13.66.225.134: icmp_seq=827 ttl=59 time=0.679 ms
64 bytes from 13.66.225.134: icmp_seq=828 ttl=59 time=0.555 ms
64 bytes from 13.66.225.134: icmp_seq=829 ttl=59 time=0.554 ms
64 bytes from 13.66.225.134: icmp_seq=830 ttl=59 time=0.666 ms
64 bytes from 13.66.225.134: icmp_seq=831 ttl=59 time=0.397 ms
64 bytes from 13.66.225.134: icmp_seq=832 ttl=59 time=0.266 ms
64 bytes from 13.66.225.134: icmp_seq=833 ttl=59 time=0.745 ms
64 bytes from 13.66.225.134: icmp_seq=834 ttl=59 time=0.264 ms
64 bytes from 13.66.225.134: icmp_seq=835 ttl=59 time=0.628 ms
64 bytes from 13.66.225.134: icmp_seq=836 ttl=59 time=0.953 ms
64 bytes from 13.66.225.134: icmp_seq=837 ttl=59 time=0.900 ms
64 bytes from 13.66.225.134: icmp_seq=838 ttl=59 time=0.871 ms
64 bytes from 13.66.225.134: icmp_seq=839 ttl=59 time=1.56 ms
64 bytes from 13.66.225.134: icmp_seq=840 ttl=59 time=0.971 ms
64 bytes from 13.66.225.134: icmp_seq=841 ttl=59 time=0.537 ms
64 bytes from 13.66.225.134: icmp_seq=842 ttl=59 time=0.273 ms
64 bytes from 13.66.225.134: icmp_seq=843 ttl=59 time=0.358 ms
64 bytes from 13.66.225.134: icmp_seq=844 ttl=59 time=0.539 ms
64 bytes from 13.66.225.134: icmp_seq=845 ttl=59 time=0.305 ms
64 bytes from 13.66.225.134: icmp_seq=846 ttl=59 time=1.23 ms
64 bytes from 13.66.225.134: icmp_seq=847 ttl=59 time=0.858 ms
64 bytes from 13.66.225.134: icmp_seq=848 ttl=59 time=0.732 ms
64 bytes from 13.66.225.134: icmp_seq=849 ttl=59 time=0.260 ms
64 bytes from 13.66.225.134: icmp_seq=850 ttl=59 time=0.603 ms
64 bytes from 13.66.225.134: icmp_seq=851 ttl=59 time=0.717 ms
64 bytes from 13.66.225.134: icmp_seq=852 ttl=59 time=0.369 ms
64 bytes from 13.66.225.134: icmp_seq=853 ttl=59 time=0.719 ms
64 bytes from 13.66.225.134: icmp_seq=854 ttl=59 time=0.626 ms
64 bytes from 13.66.225.134: icmp_seq=855 ttl=59 time=0.875 ms
64 bytes from 13.66.225.134: icmp_seq=856 ttl=59 time=0.727 ms
64 bytes from 13.66.225.134: icmp_seq=857 ttl=59 time=1.05 ms
64 bytes from 13.66.225.134: icmp_seq=858 ttl=59 time=0.770 ms
64 bytes from 13.66.225.134: icmp_seq=859 ttl=59 time=0.856 ms
64 bytes from 13.66.225.134: icmp_seq=860 ttl=59 time=0.785 ms
64 bytes from 13.66.225.134: icmp_seq=861 ttl=59 time=0.475 ms
64 bytes from 13.66.225.134: icmp_seq=862 ttl=59 time=0.686 ms
64 bytes from 13.66.225.134: icmp_seq=863 ttl=59 time=0.277 ms
64 bytes from 13.66.225.134: icmp_seq=864 ttl=59 time=0.392 ms
64 bytes from 13.66.225.134: icmp_seq=865 ttl=59 time=0.509 ms
64 bytes from 13.66.225.134: icmp_seq=866 ttl=59 time=0.384 ms
64 bytes from 13.66.225.134: icmp_seq=867 ttl=59 time=0.351 ms
64 bytes from 13.66.225.134: icmp_seq=868 ttl=59 time=0.270 ms
64 bytes from 13.66.225.134: icmp_seq=869 ttl=59 time=0.276 ms
64 bytes from 13.66.225.134: icmp_seq=870 ttl=59 time=0.233 ms
64 bytes from 13.66.225.134: icmp_seq=871 ttl=59 time=0.766 ms
64 bytes from 13.66.225.134: icmp_seq=872 ttl=59 time=0.256 ms
64 bytes from 13.66.225.134: icmp_seq=873 ttl=59 time=0.601 ms
64 bytes from 13.66.225.134: icmp_seq=874 ttl=59 time=0.749 ms
64 bytes from 13.66.225.134: icmp_seq=875 ttl=59 time=0.316 ms
64 bytes from 13.66.225.134: icmp_seq=876 ttl=59 time=0.970 ms
64 bytes from 13.66.225.134: icmp_seq=877 ttl=59 time=0.578 ms
64 bytes from 13.66.225.134: icmp_seq=878 ttl=59 time=0.291 ms
64 bytes from 13.66.225.134: icmp_seq=879 ttl=59 time=0.800 ms
64 bytes from 13.66.225.134: icmp_seq=880 ttl=59 time=0.467 ms
64 bytes from 13.66.225.134: icmp_seq=881 ttl=59 time=0.271 ms
64 bytes from 13.66.225.134: icmp_seq=882 ttl=59 time=0.263 ms
64 bytes from 13.66.225.134: icmp_seq=883 ttl=59 time=0.641 ms
64 bytes from 13.66.225.134: icmp_seq=884 ttl=59 time=0.530 ms
64 bytes from 13.66.225.134: icmp_seq=885 ttl=59 time=0.272 ms
64 bytes from 13.66.225.134: icmp_seq=886 ttl=59 time=0.247 ms
64 bytes from 13.66.225.134: icmp_seq=887 ttl=59 time=0.982 ms
64 bytes from 13.66.225.134: icmp_seq=888 ttl=59 time=0.564 ms
64 bytes from 13.66.225.134: icmp_seq=889 ttl=59 time=0.287 ms
64 bytes from 13.66.225.134: icmp_seq=890 ttl=59 time=0.855 ms
64 bytes from 13.66.225.134: icmp_seq=891 ttl=59 time=0.538 ms
64 bytes from 13.66.225.134: icmp_seq=892 ttl=59 time=0.338 ms
64 bytes from 13.66.225.134: icmp_seq=893 ttl=59 time=0.934 ms
64 bytes from 13.66.225.134: icmp_seq=894 ttl=59 time=0.752 ms
64 bytes from 13.66.225.134: icmp_seq=895 ttl=59 time=0.734 ms
64 bytes from 13.66.225.134: icmp_seq=896 ttl=59 time=0.493 ms
64 bytes from 13.66.225.134: icmp_seq=897 ttl=59 time=0.659 ms
64 bytes from 13.66.225.134: icmp_seq=898 ttl=59 time=0.348 ms
64 bytes from 13.66.225.134: icmp_seq=899 ttl=59 time=0.303 ms
64 bytes from 13.66.225.134: icmp_seq=900 ttl=59 time=0.275 ms
64 bytes from 13.66.225.134: icmp_seq=901 ttl=59 time=0.817 ms
64 bytes from 13.66.225.134: icmp_seq=902 ttl=59 time=0.340 ms
64 bytes from 13.66.225.134: icmp_seq=903 ttl=59 time=0.431 ms
64 bytes from 13.66.225.134: icmp_seq=904 ttl=59 time=1.38 ms
64 bytes from 13.66.225.134: icmp_seq=905 ttl=59 time=0.364 ms
64 bytes from 13.66.225.134: icmp_seq=906 ttl=59 time=0.553 ms
64 bytes from 13.66.225.134: icmp_seq=907 ttl=59 time=0.306 ms
64 bytes from 13.66.225.134: icmp_seq=908 ttl=59 time=0.223 ms
64 bytes from 13.66.225.134: icmp_seq=909 ttl=59 time=0.253 ms
64 bytes from 13.66.225.134: icmp_seq=910 ttl=59 time=0.252 ms
64 bytes from 13.66.225.134: icmp_seq=911 ttl=59 time=0.237 ms
64 bytes from 13.66.225.134: icmp_seq=912 ttl=59 time=0.236 ms
64 bytes from 13.66.225.134: icmp_seq=913 ttl=59 time=0.225 ms
64 bytes from 13.66.225.134: icmp_seq=914 ttl=59 time=0.332 ms
64 bytes from 13.66.225.134: icmp_seq=915 ttl=59 time=0.303 ms
64 bytes from 13.66.225.134: icmp_seq=916 ttl=59 time=0.340 ms
64 bytes from 13.66.225.134: icmp_seq=917 ttl=59 time=1.07 ms
64 bytes from 13.66.225.134: icmp_seq=918 ttl=59 time=0.346 ms
64 bytes from 13.66.225.134: icmp_seq=919 ttl=59 time=1.13 ms
64 bytes from 13.66.225.134: icmp_seq=920 ttl=59 time=0.653 ms
64 bytes from 13.66.225.134: icmp_seq=921 ttl=59 time=0.661 ms
64 bytes from 13.66.225.134: icmp_seq=922 ttl=59 time=0.391 ms
64 bytes from 13.66.225.134: icmp_seq=923 ttl=59 time=0.279 ms
64 bytes from 13.66.225.134: icmp_seq=924 ttl=59 time=1.06 ms
64 bytes from 13.66.225.134: icmp_seq=925 ttl=59 time=0.676 ms
64 bytes from 13.66.225.134: icmp_seq=926 ttl=59 time=0.888 ms
64 bytes from 13.66.225.134: icmp_seq=927 ttl=59 time=0.592 ms
64 bytes from 13.66.225.134: icmp_seq=928 ttl=59 time=0.534 ms
64 bytes from 13.66.225.134: icmp_seq=929 ttl=59 time=0.922 ms
64 bytes from 13.66.225.134: icmp_seq=930 ttl=59 time=0.300 ms
64 bytes from 13.66.225.134: icmp_seq=931 ttl=59 time=0.561 ms
64 bytes from 13.66.225.134: icmp_seq=932 ttl=59 time=0.763 ms
64 bytes from 13.66.225.134: icmp_seq=933 ttl=59 time=0.283 ms
64 bytes from 13.66.225.134: icmp_seq=934 ttl=59 time=1.20 ms
64 bytes from 13.66.225.134: icmp_seq=935 ttl=59 time=0.364 ms
64 bytes from 13.66.225.134: icmp_seq=936 ttl=59 time=0.268 ms
64 bytes from 13.66.225.134: icmp_seq=937 ttl=59 time=0.345 ms
64 bytes from 13.66.225.134: icmp_seq=938 ttl=59 time=1.08 ms
64 bytes from 13.66.225.134: icmp_seq=939 ttl=59 time=0.522 ms
64 bytes from 13.66.225.134: icmp_seq=940 ttl=59 time=0.574 ms
64 bytes from 13.66.225.134: icmp_seq=941 ttl=59 time=0.608 ms
64 bytes from 13.66.225.134: icmp_seq=942 ttl=59 time=0.491 ms
64 bytes from 13.66.225.134: icmp_seq=943 ttl=59 time=0.547 ms
64 bytes from 13.66.225.134: icmp_seq=944 ttl=59 time=0.548 ms
64 bytes from 13.66.225.134: icmp_seq=945 ttl=59 time=0.433 ms
64 bytes from 13.66.225.134: icmp_seq=946 ttl=59 time=0.325 ms
64 bytes from 13.66.225.134: icmp_seq=947 ttl=59 time=0.360 ms
64 bytes from 13.66.225.134: icmp_seq=948 ttl=59 time=0.237 ms
64 bytes from 13.66.225.134: icmp_seq=949 ttl=59 time=0.238 ms
64 bytes from 13.66.225.134: icmp_seq=950 ttl=59 time=0.259 ms
64 bytes from 13.66.225.134: icmp_seq=951 ttl=59 time=0.231 ms
64 bytes from 13.66.225.134: icmp_seq=952 ttl=59 time=0.330 ms
64 bytes from 13.66.225.134: icmp_seq=953 ttl=59 time=0.560 ms
64 bytes from 13.66.225.134: icmp_seq=954 ttl=59 time=0.543 ms
64 bytes from 13.66.225.134: icmp_seq=955 ttl=59 time=0.250 ms
64 bytes from 13.66.225.134: icmp_seq=956 ttl=59 time=0.301 ms
64 bytes from 13.66.225.134: icmp_seq=957 ttl=59 time=0.698 ms
64 bytes from 13.66.225.134: icmp_seq=958 ttl=59 time=0.339 ms
64 bytes from 13.66.225.134: icmp_seq=959 ttl=59 time=0.268 ms
64 bytes from 13.66.225.134: icmp_seq=960 ttl=59 time=0.976 ms
64 bytes from 13.66.225.134: icmp_seq=961 ttl=59 time=0.426 ms
64 bytes from 13.66.225.134: icmp_seq=962 ttl=59 time=0.370 ms
64 bytes from 13.66.225.134: icmp_seq=963 ttl=59 time=1.20 ms
64 bytes from 13.66.225.134: icmp_seq=964 ttl=59 time=0.464 ms
64 bytes from 13.66.225.134: icmp_seq=965 ttl=59 time=0.510 ms
64 bytes from 13.66.225.134: icmp_seq=966 ttl=59 time=0.711 ms
64 bytes from 13.66.225.134: icmp_seq=967 ttl=59 time=0.750 ms
64 bytes from 13.66.225.134: icmp_seq=968 ttl=59 time=0.528 ms
64 bytes from 13.66.225.134: icmp_seq=969 ttl=59 time=0.619 ms
64 bytes from 13.66.225.134: icmp_seq=970 ttl=59 time=0.653 ms
64 bytes from 13.66.225.134: icmp_seq=971 ttl=59 time=0.709 ms
64 bytes from 13.66.225.134: icmp_seq=972 ttl=59 time=0.801 ms
64 bytes from 13.66.225.134: icmp_seq=973 ttl=59 time=1.23 ms
64 bytes from 13.66.225.134: icmp_seq=974 ttl=59 time=0.762 ms
64 bytes from 13.66.225.134: icmp_seq=975 ttl=59 time=0.789 ms
64 bytes from 13.66.225.134: icmp_seq=976 ttl=59 time=0.832 ms
64 bytes from 13.66.225.134: icmp_seq=977 ttl=59 time=0.218 ms
64 bytes from 13.66.225.134: icmp_seq=978 ttl=59 time=0.207 ms
64 bytes from 13.66.225.134: icmp_seq=979 ttl=59 time=0.301 ms
64 bytes from 13.66.225.134: icmp_seq=980 ttl=59 time=0.248 ms
64 bytes from 13.66.225.134: icmp_seq=981 ttl=59 time=0.224 ms
64 bytes from 13.66.225.134: icmp_seq=982 ttl=59 time=0.929 ms
64 bytes from 13.66.225.134: icmp_seq=983 ttl=59 time=0.549 ms
64 bytes from 13.66.225.134: icmp_seq=984 ttl=59 time=0.896 ms
64 bytes from 13.66.225.134: icmp_seq=985 ttl=59 time=0.952 ms
64 bytes from 13.66.225.134: icmp_seq=986 ttl=59 time=0.745 ms
64 bytes from 13.66.225.134: icmp_seq=987 ttl=59 time=0.902 ms
64 bytes from 13.66.225.134: icmp_seq=988 ttl=59 time=0.776 ms
64 bytes from 13.66.225.134: icmp_seq=989 ttl=59 time=0.265 ms
64 bytes from 13.66.225.134: icmp_seq=990 ttl=59 time=0.798 ms
64 bytes from 13.66.225.134: icmp_seq=991 ttl=59 time=0.881 ms
64 bytes from 13.66.225.134: icmp_seq=992 ttl=59 time=1.32 ms
64 bytes from 13.66.225.134: icmp_seq=993 ttl=59 time=0.940 ms
64 bytes from 13.66.225.134: icmp_seq=994 ttl=59 time=0.790 ms
64 bytes from 13.66.225.134: icmp_seq=995 ttl=59 time=0.759 ms
64 bytes from 13.66.225.134: icmp_seq=996 ttl=59 time=0.494 ms
64 bytes from 13.66.225.134: icmp_seq=997 ttl=59 time=0.654 ms
64 bytes from 13.66.225.134: icmp_seq=998 ttl=59 time=0.538 ms
64 bytes from 13.66.225.134: icmp_seq=999 ttl=59 time=0.488 ms
64 bytes from 13.66.225.134: icmp_seq=1000 ttl=59 time=0.379 ms

--- 13.66.225.134 ping statistics ---
1000 packets transmitted, 1000 received, 0% packet loss, time 883ms
rtt min/avg/max/mdev = 0.207/0.803/2.073/0.311 ms, ipg/ewma 0.884/0.646 ms
